sample,assembler,classification,binning,unmerged.nb_bins,unmerged.nb_ctgs,unmerged.len_ctgs,unmerged.n.Dissimilarity,unmerged.n.Extra_ctgs,unmerged.n.Missing_ctgs,unmerged.n.Cuts,unmerged.n.Joins,unmerged.u.Dissimilarity,unmerged.u.Extra_ctgs,unmerged.u.Missing_ctgs,unmerged.u.Cuts,unmerged.u.Joins,unmerged.w.Precision,unmerged.w.Recall,unmerged.w.F1,unmerged.u.Precision,unmerged.u.Recall,unmerged.u.F1,merged.nb_bins,merged.nb_ctgs,merged.len_ctgs,merged.n.Dissimilarity,merged.n.Extra_ctgs,merged.n.Missing_ctgs,merged.n.Cuts,merged.n.Joins,merged.u.Dissimilarity,merged.u.Extra_ctgs,merged.u.Missing_ctgs,merged.u.Cuts,merged.u.Joins,merged.w.Precision,merged.w.Recall,merged.w.F1,merged.u.Precision,merged.u.Recall,merged.u.F1
ecol-SAMN08768110,UNICYCLER,mlplasmids,mobrecon,6.0,42.0,234939.0,0.4757179863296927,0.2602305200532608,0.16595267040590908,0.021566506098705193,0.027968289771817638,2349.8956502216215,1285.4560573714834,819.7534453936779,106.53168542738825,138.15446202907202,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,4.0,42.0,234939.0,0.48119976696832717,0.2602305200532607,0.165952670405909,0.04861479283604501,0.00640178367311244,2376.9739042468314,1285.4560573714834,819.7534453936779,240.14162487998618,31.622776601683768,0.3754165974997765,0.9038658314407647,0.5304946388059391,0.40476190476190477,0.273972602739726,0.32676597789524264
ecol-SAMN08768110,UNICYCLER,rfplasmid,mobrecon,6.0,42.0,234939.0,0.4757179863296927,0.2602305200532608,0.16595267040590908,0.021566506098705193,0.027968289771817638,2349.8956502216215,1285.4560573714834,819.7534453936779,106.53168542738825,138.15446202907202,0.5725699011232703,0.8330567271456737,0.678676966271317,0.40476190476190477,0.2191780821917808,0.2843700993204391,2.0,42.0,234939.0,0.4752176774727903,0.26023052005326086,0.16595267040590908,0.049034487013620356,0.0,2347.4242834867355,1285.4560573714837,819.7534453936779,242.21478072157362,0.0,0.37116017349184255,0.9101050687563952,0.5272831012299999,0.40476190476190477,0.2876712328767123,0.3363165332077249
ecol-SAMN08768110,UNICYCLER,plasclass,plasbinflow,20.0,1608.0,8108032.0,,,,,,,,,,,0.036286610610318265,0.938649579475405,0.06987208421705665,0.18159203980099503,0.9315068493150684,0.303933874177254,1.0,448.0,3579573.0,0.8240755188691644,0.810990622811609,0.0017015490750355768,0.011383346982519757,0.0,19061.112394290016,18758.45484809459,39.35733730830886,263.30020888711806,0.0,0.02468311164488055,0.9903354213980883,0.04816574077512736,0.13616071428571427,0.9863013698630136,0.23928736822032745
ecol-SAMN08768110,UNICYCLER,plasgraph2,plasbinflow,15.0,427.0,1526417.0,,,,,,,,,,,0.08717801229939132,0.35440115800244576,0.1399340847084662,0.4613583138173302,0.7397260273972602,0.5682844093058042,1.0,130.0,649349.0,0.5760889020285402,0.48368281096434323,0.07631742900416233,0.016088662060034765,0.0,4288.044634719475,3600.2316225125514,568.0590978658882,119.75391434103523,0.0,0.08550717718823006,0.4424243180513614,0.14331577069040363,0.4153846153846154,0.863013698630137,0.5608308605341247
ecol-SAMN08768110,UNICYCLER,mlplasmids,plasbinflow,5.0,198.0,335408.0,,,,,,,,,,,0.6079401803177026,0.9081022735780778,0.7283065965960399,0.7676767676767676,0.7397260273972602,0.7534422617954837,1.0,71.0,169154.0,0.23769595717202097,0.10351557673664946,0.0812875118642927,0.05289286857107877,0.0,1072.361053333862,467.0086703470533,366.7271538093387,238.6252291774698,0.0,0.5223346772763281,0.9130624672440041,0.6645187932575954,0.6901408450704225,0.821917808219178,0.7502870996554803
ecol-SAMN08768110,UNICYCLER,rfplasmid,plasbinflow,15.0,26.0,170408.0,0.5598866677847301,0.12373413044171755,0.2836217345240679,0.0,0.1525308028189446,2174.6271554462537,480.58940424268934,1101.6006653831375,0.0,592.4370858204268,0.7716949908455002,0.5433127854451072,0.6376719020977852,0.6923076923076923,0.0684931506849315,0.12465373961218836,1.0,24.0,168622.0,0.46174598134991346,0.11817846513599291,0.2880504306861252,0.05551708552779535,0.0,1765.8702300199534,451.9537621161366,1101.6006653831375,212.31580252067909,0.0,0.5068081270534094,0.8144513214704634,0.6248137703337102,0.5,0.2328767123287671,0.3177570093457944
kpne-SAMD00574222,SKESA,plasclass,gplascc,9.0,16.0,65606.0,0.41269018383843503,0.070100050476255,0.2782017205131446,0.040806083773896,0.023582329075139373,855.10977434037,145.2499736884129,576.4445576011835,84.55175929571189,48.86348375506165,0.7003627716977106,0.3415169725515673,0.4591427653685137,0.6875,0.4782608695652174,0.5641025641025642,5.0,16.0,65606.0,0.39904153264220327,0.070100050476255,0.2782017205131446,0.041135812296635536,0.00960394935616815,826.8292493811689,145.2499736884129,576.4445576011835,85.23496934944015,19.899748742132402,0.6985946407340792,0.34442098424557416,0.4613749746174867,0.625,0.5652173913043478,0.593607305936073
kpne-SAMD00574222,SKESA,plasgraph2,gplascc,4.0,12.0,53141.0,0.3574938684655589,0.0,0.3039723343253253,0.04404430987310626,0.009477224267127412,686.2801484068538,0.0,583.5349837124817,84.55175929571186,18.193405398660246,0.8654711051730303,0.34512912132532075,0.49347303184438823,0.8333333333333334,0.5217391304347826,0.6417112299465241,3.0,12.0,53141.0,0.34801664419843165,0.0,0.30397233432532533,0.04404430987310628,0.0,668.0867430081936,0.0,583.5349837124817,84.55175929571189,0.0,0.8654711051730303,0.3472795192463862,0.49566725965615016,0.8333333333333334,0.5652173913043478,0.6735751295336787
kpne-SAMD00574222,SKESA,mlplasmids,gplascc,21.0,28.0,57377.0,0.4381262378530796,0.11037348826567968,0.26615296226798574,0.03903879550042128,0.022560991818992855,948.9110442377671,239.05124358580994,576.4445576011835,84.55175929571189,48.86348375506165,0.8008086864074455,0.3415169725515673,0.47882975582303927,0.39285714285714285,0.4782608695652174,0.4313725490196078,3.0,28.0,57377.0,0.4158806942020905,0.11037348826567968,0.26615296226798574,0.03935424366842507,0.0,900.7307705364336,239.05124358580994,576.4445576011835,85.23496934944015,0.0,0.7987869703888317,0.346993665746305,0.4838169022310397,0.35714285714285715,0.6086956521739131,0.45016077170418006
kpne-SAMD00574222,SKESA,rfplasmid,gplascc,3.0,10.0,53034.0,0.37869662184091246,0.0,0.3268383380263986,0.05185828381451389,0.0,714.4545983273919,0.0,616.6179998583118,97.83659846908006,0.0,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,3.0,10.0,53034.0,0.37869662184091246,0.0,0.3268383380263986,0.05185828381451389,0.0,714.4545983273919,0.0,616.6179998583118,97.83659846908006,0.0,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265
kpne-SAMD00574222,SKESA,plasclass,ground_truth,4.0,23.0,153925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.0,153160.0,0.07637721313667609,0.0,0.0,0.07637721313667609,0.0,189.56792977716464,0.0,0.0,189.56792977716464,0.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8
kpne-SAMD00574222,SKESA,plasgraph2,ground_truth,4.0,23.0,153925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.0,153160.0,0.07637721313667609,0.0,0.0,0.07637721313667609,0.0,189.56792977716464,0.0,0.0,189.56792977716464,0.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8
kpne-SAMD00574222,SKESA,mlplasmids,ground_truth,4.0,23.0,153925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.0,153160.0,0.07637721313667609,0.0,0.0,0.07637721313667609,0.0,189.56792977716464,0.0,0.0,189.56792977716464,0.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8
kpne-SAMD00574222,SKESA,rfplasmid,ground_truth,4.0,23.0,153925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,21.0,153160.0,0.07637721313667607,0.0,0.0,0.07637721313667607,0.0,189.56792977716464,0.0,0.0,189.56792977716464,0.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8
kpne-SAMD00574222,SKESA,plasclass,mobrecon,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061
kpne-SAMD00574222,SKESA,plasgraph2,mobrecon,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061
kpne-SAMD00574222,SKESA,mlplasmids,mobrecon,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,3.0,10.0,148262.0,0.1984920122970846,0.0,0.1179431616990731,0.0805488505980115,0.0,447.5978675816564,0.0,265.96086694577275,181.63700063588362,0.0,0.7774750104544658,0.9632093552054573,0.860433078255738,0.6,0.43478260869565216,0.5042016806722689
kpne-SAMD00574222,SKESA,rfplasmid,mobrecon,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,4.0,10.0,148262.0,0.11794316169907307,0.0,0.11794316169907307,0.0,0.0,265.96086694577275,0.0,265.96086694577275,0.0,0.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061
kpne-SAMD00574222,SKESA,plasclass,plasbinflow,8.0,64.0,311601.0,0.3035622360717109,0.2567004369694701,0.0,0.0,0.04686179910224073,1276.2485452048466,1079.230287255962,0.0,0.0,197.01825794888455,0.5258583894146681,0.8734773428617834,0.6564906163873436,0.5625,0.8260869565217391,0.6692759295499021,3.0,27.0,198146.0,0.19330110733468958,0.12659269115164834,0.0,0.06670841618304126,0.0,549.3113588624853,359.7434290853207,0.0,189.56792977716464,0.0,0.5916041706620371,1.0,0.7434061578463391,0.5185185185185185,1.0,0.6829268292682926
kpne-SAMD00574222,SKESA,plasgraph2,plasbinflow,4.0,9.0,44467.0,0.47082957492504457,0.0,0.4091358175620738,0.0,0.061693757362970746,836.3962893632469,0.0,726.8015814618158,0.0,109.5947079014311,1.0,0.21289589085593633,0.35105385789656923,1.0,0.30434782608695654,0.4666666666666667,3.0,9.0,44467.0,0.4091358175620738,0.0,0.4091358175620738,0.0,0.0,726.8015814618158,0.0,726.8015814618158,0.0,0.0,1.0,0.2909273997076498,0.45072619850432294,1.0,0.43478260869565216,0.6060606060606061
kpne-SAMD00574222,SKESA,mlplasmids,plasbinflow,3.0,12.0,45868.0,0.3577364342093581,0.0,0.3577364342093581,0.0,0.0,658.6252278720726,0.0,658.6252278720726,0.0,0.0,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222,3.0,12.0,45868.0,0.3577364342093581,0.0,0.3577364342093581,0.0,0.0,658.6252278720726,0.0,658.6252278720726,0.0,0.0,1.0,0.30091927886957937,0.46262559677193826,1.0,0.5652173913043478,0.7222222222222222
kpne-SAMD00574222,SKESA,rfplasmid,plasbinflow,4.0,17.0,180983.0,0.09308249132757443,0.0,0.07505691618615436,0.009012787570710038,0.009012787570710027,243.5265181157628,0.0,196.36721362555642,23.579652245103205,23.579652245103176,0.8191819121132924,0.9688354718206919,0.8877458367692925,0.7058823529411765,0.6086956521739131,0.6536964980544747,3.0,13.0,148814.0,0.16354128475465154,0.0,0.08512295937133668,0.07841832538331486,0.0,377.2677387768118,0.0,196.36721362555642,180.9005251512554,0.0,0.7800946147539882,0.9688354718206919,0.8642807850943661,0.6153846153846154,0.6086956521739131,0.6120218579234973
ecol-SAMN15488590,UNICYCLER,plasclass,gplascc,12.0,20.0,27203.0,1.0,1.0,0.0,0.0,0.0,586.0314749351279,586.0314749351279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,27203.0,1.0,1.0,0.0,0.0,0.0,586.0314749351279,586.0314749351279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,gplascc,2.0,2.0,2785.0,1.0,1.0,0.0,0.0,0.0,63.54854622770745,63.54854622770745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2785.0,1.0,1.0,0.0,0.0,0.0,63.54854622770745,63.54854622770745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,gplascc,19.0,24.0,20448.0,1.0,1.0,0.0,0.0,0.0,547.6604771521299,547.6604771521299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,20448.0,1.0,1.0,0.0,0.0,0.0,547.6604771521298,547.6604771521298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,gplascc,1.0,1.0,2911.0,1.0,1.0,0.0,0.0,0.0,53.95368384086484,53.95368384086484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2911.0,1.0,1.0,0.0,0.0,0.0,53.95368384086484,53.95368384086484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,ground_truth,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,ground_truth,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,ground_truth,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,ground_truth,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,mobrecon,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,mobrecon,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,mobrecon,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,mobrecon,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,plasbinflow,2.0,31.0,81596.0,1.0,1.0,0.0,0.0,0.0,1188.2557333132063,1188.2557333132063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,81596.0,1.0,1.0,0.0,0.0,0.0,1188.2557333132063,1188.2557333132063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,plasbinflow,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,plasbinflow,2.0,2.0,12800.0,1.0,1.0,0.0,0.0,0.0,153.39713510840684,153.39713510840684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12800.0,1.0,1.0,0.0,0.0,0.0,153.39713510840684,153.39713510840684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,plasbinflow,1.0,2.0,3971.0,1.0,1.0,0.0,0.0,0.0,86.51132503306425,86.51132503306425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3971.0,1.0,1.0,0.0,0.0,0.0,86.51132503306425,86.51132503306425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMEA3357421,SKESA,plasclass,gplascc,8.0,45.0,751634.0,0.3883264338650169,0.2728142345577121,0.07445534732527688,0.0,0.04105685198202791,2281.651586068615,1602.9478724517369,437.4699904541102,0.0,241.23372316276777,0.2700596300859195,0.6695048613371017,0.38487243152320855,0.7111111111111111,0.45652173913043476,0.5560612329333885,5.0,45.0,751634.0,0.34926892425664,0.27281423455771214,0.07445534732527687,0.0,0.001999342373651064,2052.165203030318,1602.9478724517373,437.4699904541102,0.0,11.747340124470725,0.2700596300859195,0.9042755693849439,0.41590906220620566,0.7111111111111111,0.6739130434782609,0.6920125566794558
kpne-SAMEA3357421,SKESA,plasgraph2,gplascc,6.0,45.0,903746.0,0.6994944929466886,0.4027830538678348,0.25435029663247594,0.0,0.04236114244637795,3868.990894057811,2227.84308298224,1406.8430723827773,0.0,234.30473869279373,0.08159925465783528,0.18521672068152334,0.113288166786551,0.4888888888888889,0.21739130434782608,0.3009575923392613,3.0,45.0,903746.0,0.6571333505003105,0.40278305386783464,0.25435029663247594,0.0,0.0,3634.6861553650165,2227.843082982239,1406.8430723827773,0.0,0.0,0.08159925465783528,0.328747642886756,0.13074578017085864,0.4888888888888889,0.4782608695652174,0.4835164835164835
kpne-SAMEA3357421,SKESA,mlplasmids,gplascc,18.0,52.0,154039.0,0.28121506409038827,0.08722627347006448,0.17902992720282412,0.0,0.014958863417499673,1213.1832145468536,376.3007902284445,772.3487476979544,0.0,64.5336766204548,0.9148137809256097,0.6231382706032873,0.7413176201473121,0.6923076923076923,0.6956521739130435,0.6939759036144578,3.0,52.0,154039.0,0.2662562006728885,0.08722627347006447,0.1790299272028241,0.0,0.0,1148.6495379263988,376.3007902284445,772.3487476979544,0.0,0.0,0.9148137809256097,0.628193526241413,0.7448831800401734,0.6923076923076923,0.782608695652174,0.7346938775510203
kpne-SAMEA3357421,SKESA,rfplasmid,gplascc,3.0,29.0,217025.0,0.25709859556725734,0.07790678339129971,0.17919181217595767,0.0,0.0,1099.5939050287752,333.20222535039045,766.3916796783849,0.0,0.0,0.7601428406865568,0.7354193321178133,0.7475767311814314,0.896551724137931,0.5652173913043478,0.6933333333333332,3.0,29.0,217025.0,0.25709859556725734,0.07790678339129971,0.17919181217595767,0.0,0.0,1099.5939050287752,333.20222535039045,766.3916796783849,0.0,0.0,0.7601428406865568,0.7354193321178133,0.7475767311814314,0.896551724137931,0.5652173913043478,0.6933333333333332
kpne-SAMEA3357421,SKESA,plasclass,ground_truth,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kpne-SAMEA3357421,SKESA,plasgraph2,ground_truth,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kpne-SAMEA3357421,SKESA,mlplasmids,ground_truth,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kpne-SAMEA3357421,SKESA,rfplasmid,ground_truth,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,224321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kpne-SAMEA3357421,SKESA,plasclass,mobrecon,4.0,20.0,197592.0,0.2654222655437152,0.05049457173367749,0.20622478501144484,0.0,0.008702908798592859,1081.7159662415984,205.78825344950036,840.4594170901617,0.0,35.46829570193643,0.9439805255273492,0.8258923596096666,0.8809969463914357,0.8,0.32608695652173914,0.46332046332046334,3.0,20.0,197592.0,0.25671935674512236,0.05049457173367749,0.20622478501144484,0.0,0.0,1046.247670539662,205.78825344950036,840.4594170901617,0.0,0.0,0.9439805255273492,0.8315003945239189,0.8841775437116183,0.8,0.34782608695652173,0.48484848484848486
