sample,assembler,classification,binning,merged.nb_bins,merged.nb_ctgs,merged.len_ctgs,merged.w.Precision,merged.w.Recall,merged.w.F1,merged.u.Precision,merged.u.Recall,merged.u.F1,merged.n.Cuts,merged.n.Joins,merged.n.Extra_ctgs,merged.n.Missing_ctgs,merged.n.Dissimilarity,merged.u.Cuts,merged.u.Joins,merged.u.Extra_ctgs,merged.u.Missing_ctgs,merged.u.Dissimilarity,unmerged.nb_bins,unmerged.nb_ctgs,unmerged.len_ctgs,unmerged.w.Precision,unmerged.w.Recall,unmerged.w.F1,unmerged.u.Precision,unmerged.u.Recall,unmerged.u.F1,unmerged.n.Cuts,unmerged.n.Joins,unmerged.n.Extra_ctgs,unmerged.n.Missing_ctgs,unmerged.n.Dissimilarity,unmerged.u.Cuts,unmerged.u.Joins,unmerged.u.Extra_ctgs,unmerged.u.Missing_ctgs,unmerged.u.Dissimilarity
kpne-SAMD00574222,SKESA,plasgraph2,gplascc,3.0,12.0,53141.0,0.8654711051730303,0.3472795192463862,0.49566725965615016,0.8333333333333334,0.5652173913043478,0.6735751295336787,0.04404430987310628,0.0,0.0,0.3132029779678276,0.3572472878409339,84.55175929571189,0.0,0.0,601.2550288591511,685.806788154863,4,12,53141,0.8654711051730303,0.34512912132532075,0.49347303184438823,0.8333333333333334,0.5217391304347826,0.6417112299465241,0.04404430987310626,0.009477224267127412,0.0,0.31320297796782753,0.3667245121080612,84.55175929571186,18.193405398660246,0.0,601.2550288591511,704.0001935535232
kpne-SAMD00574222,SKESA,mlplasmids,gplascc,3.0,28.0,57377.0,0.7987869703888317,0.346993665746305,0.4838169022310397,0.35714285714285715,0.6086956521739131,0.45016077170418006,0.03935424366842507,0.0,0.11037348826567968,0.2743345687123846,0.42406230064648937,85.23496934944015,0.0,239.05124358580994,594.1646027478529,918.450815683103,21,28,57377,0.8008086864074455,0.3415169725515673,0.47882975582303927,0.39285714285714285,0.4782608695652174,0.4313725490196078,0.03903879550042128,0.022560991818992855,0.11037348826567968,0.2743345687123846,0.4463078442974784,84.55175929571189,48.86348375506165,239.05124358580994,594.1646027478529,966.6310893844363
kpne-SAMD00574222,SKESA,rfplasmid,gplascc,3.0,10.0,53034.0,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.05185828381451389,0.0,0.0,0.3362308470138446,0.38808913082835844,97.83659846908006,0.0,0.0,634.3380450049812,732.1746434740612,3,10,53034,0.8195120111626504,0.3465843755075524,0.48714679482164513,0.7,0.4782608695652174,0.5682656826568265,0.05185828381451389,0.0,0.0,0.3362308470138446,0.38808913082835844,97.83659846908006,0.0,0.0,634.3380450049812,732.1746434740612
kpne-SAMD00574222,SKESA,plasclass,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,plasgraph2,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,mlplasmids,mobrecon,3.0,10.0,148262.0,0.7774750104544658,0.9632093552054573,0.860433078255738,0.6,0.43478260869565216,0.5042016806722689,0.0805488505980115,0.0,0.0,0.1179431616990731,0.1984920122970846,181.63700063588362,0.0,0.0,265.96086694577275,447.5978675816564,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,rfplasmid,mobrecon,4.0,10.0,148262.0,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275,4,10,148262,1.0,0.9632093552054573,0.9812599483101524,1.0,0.43478260869565216,0.6060606060606061,0.0,0.0,0.0,0.11794316169907307,0.11794316169907307,0.0,0.0,0.0,265.96086694577275,265.96086694577275
kpne-SAMD00574222,SKESA,plasclass,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.07637721313667609,0.0,0.0,0.015695757492996433,0.09207297062967253,189.56792977716464,0.0,0.0,38.956805728264655,228.5247355054293,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,plasgraph2,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.07637721313667609,0.0,0.0,0.015695757492996433,0.09207297062967253,189.56792977716464,0.0,0.0,38.956805728264655,228.5247355054293,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,mlplasmids,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.07637721313667607,0.0,0.0,0.01569575749299643,0.09207297062967251,189.56792977716464,0.0,0.0,38.956805728264655,228.5247355054293,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMD00574222,SKESA,rfplasmid,ground_truth,3.0,21.0,153160.0,0.7653695481849047,1.0,0.8670927273803183,0.6666666666666666,1.0,0.8,0.07637721313667609,0.0,0.0,0.015695757492996433,0.09207297062967253,189.56792977716464,0.0,0.0,38.956805728264655,228.5247355054293,4,23,153925,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,plasbinflow,2.0,31.0,81596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1188.2557333132063,0.0,1188.2557333132063,2,31,81596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1188.2557333132063,0.0,1188.2557333132063
ecol-SAMN15488590,UNICYCLER,plasgraph2,plasbinflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,plasbinflow,1.0,2.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,153.39713510840684,0.0,153.39713510840684,2,2,12800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,153.39713510840684,0.0,153.39713510840684
ecol-SAMN15488590,UNICYCLER,rfplasmid,plasbinflow,1.0,2.0,3971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.51132503306425,0.0,86.51132503306425,1,2,3971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.51132503306425,0.0,86.51132503306425
ecol-SAMN15488590,UNICYCLER,plasclass,gplascc,1.0,20.0,27203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,586.0314749351279,0.0,586.0314749351279,12,20,27203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,586.0314749351279,0.0,586.0314749351279
ecol-SAMN15488590,UNICYCLER,plasgraph2,gplascc,1.0,2.0,2785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,63.54854622770745,0.0,63.54854622770745,2,2,2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,63.54854622770745,0.0,63.54854622770745
ecol-SAMN15488590,UNICYCLER,mlplasmids,gplascc,1.0,24.0,20448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,547.6604771521299,0.0,547.6604771521299,19,24,20448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,547.6604771521299,0.0,547.6604771521299
ecol-SAMN15488590,UNICYCLER,rfplasmid,gplascc,1.0,1.0,2911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.95368384086484,0.0,53.95368384086484,1,1,2911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,53.95368384086484,0.0,53.95368384086484
ecol-SAMN15488590,UNICYCLER,plasclass,mobrecon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,mobrecon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,mobrecon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,mobrecon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasclass,ground_truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,plasgraph2,ground_truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,mlplasmids,ground_truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ecol-SAMN15488590,UNICYCLER,rfplasmid,ground_truth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kpne-SAMEA3357421,SKESA,plasclass,plasbinflow,3.0,50.0,1105737.0,0.19551303791046154,0.9637350047476607,0.32507755300896657,0.64,0.6956521739130435,0.6666666666666666,0.0,0.0,0.3795393704256031,0.043506578016579714,0.4230459484421828,0.0,0.0,2692.4184450724442,308.63178437185024,3001.0502294442945,11,144,2296657,0.3237152957537847,0.9285176153815291,0.4800630167167856,0.7986111111111112,0.6521739130434783,0.7180020811654527,0.0,0.006464150167952862,0.6798910294394483,0.022445978419376535,0.7088011580267777,0.0,88.88194417315589,9348.488966431945,308.63178437185024,9746.00269497695
kpne-SAMEA3357421,SKESA,plasgraph2,plasbinflow,3.0,22.0,97097.0,0.7679227988506339,0.3323942029502365,0.46396281477701934,0.8181818181818182,0.391304347826087,0.5294117647058824,0.0,0.0,0.08034960865097544,0.42425621376584244,0.5046058224168178,0.0,0.0,281.609325498677,1486.9332682900504,1768.5425937887273,5,24,97979,0.7700119413343676,0.14944655203926516,0.2503117443382402,0.8333333333333334,0.1956521739130435,0.3169014084507042,0.0,0.07675712504953464,0.09045771692142958,0.41959310723808085,0.5868079492090451,0.0,272.0080974773799,320.5595762747322,1486.9332682900504,2079.5009420421625
kpne-SAMEA3357421,SKESA,mlplasmids,plasbinflow,3.0,40.0,229059.0,0.9674974569870645,0.9879324717703648,0.9776081873924743,0.95,0.8260869565217391,0.8837209302325583,0.0,0.0,0.02595887609645328,0.02823853772425863,0.05419741382071191,0.0,0.0,121.99143017173486,132.70449730338913,254.695927475124,3,40,229059,0.9674974569870645,0.9879324717703648,0.9776081873924743,0.95,0.8260869565217391,0.8837209302325583,0.0,0.0,0.02595887609645328,0.02823853772425863,0.05419741382071191,0.0,0.0,121.99143017173486,132.70449730338913,254.695927475124
kpne-SAMEA3357421,SKESA,rfplasmid,plasbinflow,3.0,31.0,221290.0,0.9663563649509693,0.9532990669620767,0.9597833087603315,0.9354838709677419,0.6304347826086957,0.7532467532467533,0.0,0.0,0.027391502902837882,0.0849852969841,0.11237679988693787,0.0,0.0,121.99143017173486,378.49248211882036,500.4839122905552,3,31,221290,0.9663563649509693,0.9532990669620767,0.9597833087603315,0.9354838709677419,0.6304347826086957,0.7532467532467533,0.0,0.0,0.027391502902837882,0.0849852969841,0.11237679988693787,0.0,0.0,121.99143017173486,378.49248211882036,500.4839122905552
kpne-SAMEA3357421,SKESA,plasclass,gplascc,5.0,45.0,751634.0,0.2700596300859195,0.9042755693849439,0.41590906220620566,0.7111111111111111,0.6739130434782609,0.6920125566794558,0.0,0.0019993423736510644,0.2728142345577121,0.07445534732527688,0.34926892425664,0.0,11.747340124470725,1602.9478724517369,437.4699904541102,2052.1652030303176,8,45,751634,0.2700596300859195,0.6695048613371017,0.38487243152320855,0.7111111111111111,0.45652173913043476,0.5560612329333885,0.0,0.04105685198202791,0.2728142345577121,0.07445534732527688,0.3883264338650169,0.0,241.23372316276777,1602.9478724517369,437.4699904541102,2281.651586068615
kpne-SAMEA3357421,SKESA,plasgraph2,gplascc,3.0,45.0,903746.0,0.08159925465783528,0.328747642886756,0.13074578017085864,0.4888888888888889,0.4782608695652174,0.4835164835164835,0.0,0.0,0.40278305386783486,0.25435029663247594,0.6571333505003109,0.0,0.0,2227.84308298224,1406.8430723827773,3634.6861553650174,6,45,903746,0.08159925465783528,0.18521672068152334,0.113288166786551,0.4888888888888889,0.21739130434782608,0.3009575923392613,0.0,0.04236114244637795,0.4027830538678348,0.25435029663247594,0.6994944929466886,0.0,234.30473869279373,2227.84308298224,1406.8430723827773,3868.990894057811
